Début d'événement;Type d'événement;Ident Type;Lieu de l'événement;Nom Organisme;Type d'organisme;Ident Organisme;Identifiant;Etat;Theme;Style;Categorie;Genre;Ident Genre;Titre;Texte Début;Texte Milieu;Texte Fin;Commune;Département;Code INSEE;Code Postal;Coordonnées GPS;Date Modification;Jour 1;Jour 2;Jour 3;Jour Du;Jour Au;Jour Min;Jour Max;Tarif Mention Gratuit;Tarif Mention Payant;Tarif Général;Tarif Réduit;Tarif Autre;Photo 1 Chemin;Photo 1 Légende;Photo 1 Crédit;Photo 2 Chemin;Photo 2 Légende;Photo 2 Crédit;Photo 3 Chemin;Photo 3 Légende;Photo 3 Crédit;Age Minimum;Age Maximum;Duree;Mention Complet;Mention Accessible Handicap;Liens Billeteries;Liens Vidéos;Liens Sons;Liens Dossiers de Presse;Tags;Groupes;Texte Libre Court;Texte Libre Long
2016-12-18;Visite;27;44/Nantes;le Voyage à Nantes, direction du développement touristique;Office de tourisme, syndicat d'initiative;242758;5272643;V;Loisir;Voir visiter;Sorties, visites (monuments, parcs, zoo,...);Visite;148;Nantes vue du ciel;;Au 32e étage de la Tour de Bretagne un volatile mi- cigogne, mi-héron, désigné par l'artiste Jean Julien a fait son Nid. A ses côtés, à 144 m de hauteur, Nantes à 360° comme vue du ciel. En raison du dispositif de sécurité la visibilité sur le panorama nécessite une taille minimum de 1m30.;Dimanche 18 décembre, 11h30, Accueil Tour Bretagne, place de Bretagne, Nantes. Tarif 9€, réduit 6€, autre : 2 € pour les moins de 12 ans. Gratuit pass Nantes. En cas d'intempéries, la visite peut être annulée. Contact et réservation : 08 92 46 40 44, info@nantes-tourisme.com, www.nantes-tourisme.com;Nantes;44;44109;44000;47.21758, -1.559479;2016-09-30;2016-12-18;;;;;2016-12-18;2016-12-18;non;oui;9;6;2 € pour les moins de 12 ans. Gratuit pass Nantes. En cas d'intempéries, la visite peut être annulée;http://photos.infolocale.fr/infoLocale/annonce/2016/0926/5272643/_1.jpg;Nantes vue du ciel;Jean Julien;;;;;;;;;;;;;;;;;;;
2016-12-17;Sport;24;44/Nantes;Nantes floorball;Association;231209;5387211;V;Loisir;Loisirs et sports;Sport;Match;117;3e 4e journée de championnat de France de floorball division 2;;Avec poule ouest, Cean, Brest, Saint Lô, Rennes, Angers, Le Mans, Nantes 2. Le floorball est un sport collectif où 2 équipes de 5 joueurs et un gardien par camp s'affrontent, l'objectif étant de mettre dans le but adverse une balle creuse.;Samedi 17 décembre, 14h à 18h, dimanche 18 décembre, 9h à 14h, Gymnase Bottière-Chénais, route de Sainte-Luce, Nantes. Gratuit. Contact : 06 61 92 12 65, manuel.alexandre@floorball.fr, http://www.nantesfloorball.com;Nantes;44;44109;44000;47.23927, -1.512951;2016-12-14;2016-12-17;2016-12-18;;;;2016-12-17;2016-12-18;oui;non;;;;http://photos.infolocale.fr/infoLocale/annonce/2016/1214/5387211/_1.jpg;;;;;;;;;;;;;Auditif|Mental|Moteur;;;;;;;;
2016-12-18;Spectacle;21;44/Nantes;le Lieu-Magique;Association;239089;5374651;V;Loisir;Concerts, spectacles;Autres scènes;Autre;177;Spectacle de magie : un noël de magicien par Max Zargal;;Comment décore-t-on un sapin par magie pour le rendre étincelant, quel est le secret du père Noël pour passer dans la cheminée ? Jocko le singe ventriloque a préparé une surprise pour Noël.;Dimanche 18, lundi 19, mardi 20 décembre, 16h, Le Lieu magique, 25, quai François-Mitterrand, Nantes. Tarif 8€, autre : Adulte seul 14. Contact et réservation : 02 51 83 85 09, lelieumagique@orange.fr, http://lelieumagique.com/;Nantes;44;44109;44000;47.20815, -1.563332;2016-12-08;2016-12-18;2016-12-19;2016-12-20;;;2016-12-18;2016-12-20;non;oui;8;;Adulte seul 14;http://photos.infolocale.fr/infoLocale/annonce/2016/1205/5374651/_1.jpg;Un Noël de magicien;Le Lieu Magique;http://photos.infolocale.fr/infoLocale/annonce/2016/1205/5374651/_2.jpg;Jocko fête Noël;Claire HAZARD;http://photos.infolocale.fr/infoLocale/annonce/2016/1205/5374651/_3.jpg;Sapin de Noël magique;lafauteàrelie&lelieumagique;;;;;Auditif|Mental|Moteur;;;;;;;;
2016-12-17;Visite;27;44/Nantes;le Voyage à Nantes, direction du développement touristique;Office de tourisme, syndicat d'initiative;242758;5288322;V;Loisir;Voir visiter;Sorties, visites (monuments, parcs, zoo,...);Visite;148;Nantes insolite;;"L'adage dit souvent que ""le diable est dans le détail"", ici les détails deviennent diablement bavards ! Lectures et citations d'auteurs tels que André Breton, Flaubert ou Stendhal, personnages célèbres, anecdotes ou faits d'histoire rocambolesques.";Samedi 17 décembre, 18h, Nantes Tourisme, 9, rue des États, Nantes. Tarif 7€, réduit 4€, autre : gratuit pour les enfants de moins de 12 ans et avec le pass Nantes. Contact et réservation : 08 92 46 40 44, info@nantes-tourisme.com, www.nantes-tourisme.com;Nantes;44;44109;44000;47.21567, -1.550749;2016-10-05;2016-12-17;;;;;2016-12-17;2016-12-17;non;oui;7;4;gratuit pour les enfants de moins de 12 ans et avec le pass Nantes;http://photos.infolocale.fr/infoLocale/annonce/2016/1005/5288322/_1.jpg;Nantes Insolite;© Xavier Saint-Hillier;;;;;;;;;;;;;;;;;;;
2016-12-16;Concert;15;44/Nantes;la Ruche;Association;248776;5295532;V;Loisir;Concerts, spectacles;Concert, spectacle musical;Autre;168;Tablao, Helena Cuento;;Le flamenco est un puits infini d'émotions et de styles, de la joie, à la mélancolie, en passant par la colère ou même la peur. Tablao peint ces émotions comme une succession d'images allégoriques personnifiées par la danse, mais aussi par le chant, la guitare et le rythme.;Vendredi 16, samedi 17, dimanche 18 décembre, 20h30, La Ruche, 8, rue Félibien, Nantes. Tarif 12€, réduit 8€. Contact et réservation : 02 51 80 89 13, resa@laruchenantes.fr, www.laruchenantes.fr;Nantes;44;44109;44000;47.22102, -1.563876;2016-10-13;2016-12-16;2016-12-17;2016-12-18;;;2016-12-16;2016-12-18;non;oui;12;8;;http://photos.infolocale.fr/infoLocale/annonce/2016/1011/5295532/_1.jpg;;;;;;;;;;;;;Visuel|Mental|Moteur;;;;;;;;
2016-06-27;Exposition, musée;23;44/Nantes;Maison des Hommes et des techniques;Association;19229;5138761;V;Loisir;Voir visiter;Exposition, musée;Exposition;149;Histoires d'épaves. L'archéologie en eaux bretonnes;Exposition.;L'exposition met à l'honneur les différents sites archéologiques bretons, leurs épaves et le mobilier retrouvé sur place, ainsi que l'important travail réalisé par les archéologues, les historiens et les plongeurs. Dix-sept épaves sont présentées, et plus d'une centaine d'objets archéologiques.;Du lundi 27 juin 2016 au vendredi 13 janvier 2017, 10h à 12h30 et 14h à 18h, Maison des Hommes et des techniques, bâtiment Ateliers et chantiers de Nantes, 2 bis, boulevard Léon-Bureau, Nantes. Gratuit. Contact : 02 40 08 20 22, mht.nantes@wanadoo.fr, www.maison-hommes-techniques.fr;Nantes;44;44109;44000;47.20686, -1.56457;2016-06-16;;;;2016-06-27;2017-01-13;2016-06-27;2017-01-13;oui;non;;;;http://photos.infolocale.fr/infoLocale/annonce/2016/0610/5138761/_1.jpg;Affiche de l'exposition;Maison des Hommes et des techniques;;;;;;;;;;False;Moteur;;;;http://myreader.toile-libre.org/DossierdepresseHistoiresdepaves.pdf;;;;
2016-12-16;Spectacle;21;44/Nantes;Adit;Association;338489;5377382;V;Loisir;Concerts, spectacles;Autres scènes;Théâtre d'improvisation;206;Bagarre d'improvisation théâtrale du Cito;;Improvisation théâtrale entre 2 troupes qui s'affrontent face au public qui vote pour ses interprétations préférées.;Vendredi 16 décembre, 20h30, Maison de quartier la Bottière, 147, route de Sainte-Luce, Nantes. Gratuit.;Nantes;44;44109;44000;47.23626, -1.518369;2016-12-07;2016-12-16;;;;;2016-12-16;2016-12-16;oui;non;;;;http://photos.infolocale.fr/infoLocale/annonce/2016/1206/5377382/_1.jpg;http://seveu.ultra-book.com/;Séverine Smieszkol;;;;;;;;;;;;;;;;;;;
2016-12-16;Atelier, activité de loisirs;31;44/Nantes;la Malle à case;Association;312574;5358139;V;Loisir;Loisirs et sports;Atelier, activité de loisirs;Autre;141;Groupe de parole Parlons-du vieillissement;;L'avancée en âge peut amener à se poser certaines questions, relatives à la mobilité, au rapport au corps, ou encore à l'estime de soi. La Malle à case propose désormais un groupe de paroles mensuel avec une psychologue spécialisée.;Vendredi 16 décembre, 14h30, 2, rue de Hongrie, Nantes. Gratuit. Contact et réservation : 02 40 75 63 74, contact@lamalleacase.fr;Nantes;44;44109;44000;47.21658, -1.52332;2016-11-28;2016-12-16;;;;;2016-12-16;2016-12-16;oui;non;;;;;;;;;;;;;;;;;;;;;;;;;
2016-11-19;Spectacle;21;44/Nantes;le Grand T;Équipement à but non lucratif (culture, sport et loisir);17474;5175041;V;Loisir;Concerts, spectacles;Autres scènes;Cirque;8;Bestias;;Baro d’Evel Cirk Compagnie pose pour la première fois ses valises à Nantes. Une tribu d’hommes dansants, de puissants chevaux, et de drôles d’oiseaux. Tous en liberté. Un autre monde, chorégraphique, acrobatique et clownesque. Venez voir, c’est un superbe rêve éveillé pour petits et grands.;Du samedi 19 novembre au vendredi 16 décembre, Île de Nantes, parc des chantiers, boulevard de la Prairie-au-Duc, Nantes. Tarif 25€, réduit 21€, autre : 12 €. Réservation : 02 51 88 25 25, billetterie@legrandt.fr, www.legrandt.fr;Nantes;44;44109;44000;47.20597, -1.564465;2016-07-07;;;;2016-11-19;2016-12-16;2016-11-19;2016-12-16;non;oui;25;21;12 €;http://photos.infolocale.fr/infoLocale/annonce/2016/0707/5175041/_1.jpg;;© Frédéric Jean;http://photos.infolocale.fr/infoLocale/annonce/2016/0707/5175041/_2.jpg;;© Frédéric Jean;;;;;;;;Moteur;;;;;;;;
2016-12-18;Concert;15;44/Nantes;Les amis de l'orgue;Association;18770;5376620;V;Loisir;Concerts, spectacles;Concert, spectacle musical;Classique;22;Lidia ksiazkiewicz, Noëls pour orgue à Bon Port;Classique.;Lidia ksiazkiewicz est originaire de Pologne, organiste à la carrière internationale, lauréate de nombreux prix, titulaire du grand orgue de la cathédrale de Laon et professeure au CRR de Stasbourg. Au programme : Noëls français pour orgue des 17è au 19èm siècles. Concert retransmis, sur grand écran;. Dimanche 18 décembre, 16h, Église Notre-Dame-de-Bon-Port, place du Sanitat, Nantes. Payant. Contact : 02 51 71 02 09, amis.orgue.nantes@orange.fr, www.orgue-nantes.com;Nantes;44;44109;44000;47.20964, -1.570473;2016-12-06;2016-12-18;;;;;2016-12-18;2016-12-18;non;oui;;;;http://photos.infolocale.fr/infoLocale/annonce/2016/1206/5376620/_1.jpg;Lidia ksiazkiewicz;Amis orgue Nantes;;;;;;;;;;;Visuel|Moteur;;;;;;;;
2016-12-17;Concert;15;44/Nantes;le Pannonica;Équipement à but non lucratif (culture, sport et loisir);17008;5181902;V;Loisir;Concerts, spectacles;Concert, spectacle musical;Jazz;17;Le Big Band Universitaire dancing;Jazz.;Le Big Band Universitaire de Nantes et ses trois chanteuses proposent de faire revivre la tradition des grands orchestres de danse où le funk côtoie le swing. Au programme Lindy Hop, « typique », et funky music pour le plaisir de danser sur de la musique live.;Samedi 17 décembre, 21h, Le Pannonica, 9, rue Basse-Porte, Nantes. Tarif 5€. Contact et réservation : 02 51 72 10 10, www.pannonica.com;Nantes;44;44109;44000;47.22118, -1.558729;2016-07-15;2016-12-17;;;;;2016-12-17;2016-12-17;non;oui;5;;;;;;;;;;;;;;;;;;;;;;;;
2016-12-16;Horaire, permanence;7;44/Nantes;Soliha;Association;43256;5344906;V;Pratique;Vie quotidienne;Horaires, ouverture, permanence;Permanence;87;Soliha;Permanence.;Informations sur les aides financières accordées aux propriétaires occupants pour les travaux de rénovation du parc privé dans le cadre du Pig de Nantes métropole. Sur rendez-vous uniquement. Cette permanence aura lieu tous les vendredis du mois.;Vendredi 16 décembre, 14h à 16h30, Soliha, 12, rue de la Haltinière, Nantes. Contact et réservation : 02 40 44 99 44.;Nantes;44;44109;44000;47.24463, -1.505631;2016-11-15;2016-12-16;;;;;2016-12-16;2016-12-16;non;non;;;;;;;;;;;;;;;;;;;;;;;;;
2016-10-06;Atelier, activité de loisirs;31;44/Nantes;la Terre au bout des doigts;Association;330568;5289639;V;Loisir;Loisirs et sports;Atelier, activité de loisirs;Poterie;137;Poterie;;Cours « modelage et sculpture céramique ». Créativité en volume avec « la terre au bout des doigts ». Loisir de qualité dans un cadre associatif. Cours à l’année adultes du mercredi matin de 9 h 30 à 12 h 30 et stages enfants vacances en février 2017 et stages raku adultes en mars 2017.;Jusqu'au mercredi 14 juin 2017, 9h30 à 12h30, Atelier, 20, rue du Coudray, Nantes. Payant. Contact et réservation : 06 87 35 54 33, 06 80 95 85 12, terreboutdoigts@gmail.com, http://terreboutdoigts.wix.com/terreboutdesdoigts;Nantes;44;44109;44000;47.23282, -1.543293;2016-10-10;;;;2016-10-06;2017-06-14;2016-10-06;2017-06-14;non;oui;;;;;;;;;;;;;;;;;Auditif|Visuel;;;;;;;;
2016-04-19;Action caritative;26;44/Nantes;Ambitions Jeunesses;Association;329764;5053704;V;Pratique;Vie quotidienne;Quête, vente caritative, appel aux dons;Quête;93;Ambitions Jeunesses;Quête.;"L'association Ambitions Jeunesses en partenariat avec l'association les ""Bouchons d'amour"" collecte tous les bouchons en plastique, permettant à des personnes en situations de handicap de bénéficier d'une aide financière.";Jusqu'au vendredi 19 mai 2017, 10h à 12h30 et 14h à 20h15, Association Ambitions Jeunesses, 6 rue d'irlande, Nantes. Contact et réservation : 09 50 00 03 99, 07 82 65 14 52, ambitionsjeunesses@gmail.com, http://www.ambitions-jeunesses.com/;Nantes;44;44109;44000;47.21684, -1.55674;2016-04-19;;;;2016-04-19;2017-05-19;2016-04-19;2017-05-19;non;non;;;;;;;;;;;;;;;;;;;;;;;;;
2016-10-21;Sortie, voyage;18;44/Nantes;Aimelsf;Association;39393;5307614;V;Loisir;Loisirs et sports;Sortie, voyage, pèlerinage;Sortie;128;Bar signes;;Organisé par AIMELSF pour se retrouver entre sourds, malentendants et entendants afin de promouvoir la langue des signes française, ce qui permettra d'échanger la soif de culture sourde.;Vendredi 21 octobre, vendredi 18 novembre, vendredi 16 décembre, 20h30 à 0h, Le Lieu-Unique, quai Fernidand-Favre, Nantes. Gratuit. Contact : www.aimelsf.fr;Nantes;44;44109;44000;47.21523, -1.545443;2016-10-19;2016-10-21;2016-11-18;2016-12-16;;;2016-10-21;2016-12-16;oui;non;;;;;;;;;;;;;;;;;Auditif;;;;;;;;
2016-09-14;Atelier, activité de loisirs;31;44/Nantes;atelier les Petites heures;Association;142517;5252103;V;Loisir;Loisirs et sports;Atelier, activité de loisirs;Autre;141;Sculpture (modelage terre);;Inscriptions aux ateliers de sculpture (cours et stages).;Du mercredi 14 septembre 2016 au jeudi 13 juillet 2017, Local associatif de l’amicale Sully, 7, rue Henri-Cochard, Nantes. Contact et réservation : 06 81 69 44 85, atelierlespetitesheures@gmail.com, http://www.atelierlespetitesheures.com/;Nantes;44;44109;44000;47.22272, -1.549237;2016-09-12;;;;2016-09-14;2017-07-13;2016-09-14;2017-07-13;non;non;;;;http://photos.infolocale.fr/infoLocale/annonce/2016/0912/5252103/_1.jpg;"image flyer Atelier ""Les petites heures""";M.Wallerand;;;;;;;;;;False;;;;;;;;;
2016-12-17;Spectacle;21;44/Nantes;le théâtre de Jeanne;Équipement à but non lucratif (culture, sport et loisir);103062;5127579;V;Loisir;Concerts, spectacles;Autres scènes;Humour;15;Mes meilleurs ennuis;Humour.;Le lendemain d'une soirée bien arrosée, deux frères s'apprêtent à assister au mariage de leur sœur. Une matinée normale. Mais qui va tourner au cauchemar. 10 personnages au sein de problèmes qui se mélangent dans un joyeux boulevard moderne. Les amis d'hier deviennent les ennuis d'aujourd'hui.;Samedi 17 décembre, 20h, dimanche 18 décembre, 17h, lundi 19 décembre, 20h30, Le théâtre de Jeanne, 5, rue des Salorges, Nantes. Tarif 20€, autre : 12 € étudiants et demandeurs d'emploi sauf les vendredis et samedis. Contact et réservation : 06 99 10 76 05, resa.theatredejeanne@gmail.com, www.theatre-jeanne.com;Nantes;44;44109;44000;47.2046, -1.575567;2016-06-02;2016-12-17;2016-12-18;2016-12-19;;;2016-12-17;2016-12-19;non;oui;20;;12 € étudiants et demandeurs d'emploi sauf les vendredis et samedis;http://photos.infolocale.fr/infoLocale/annonce/2016/0602/5127579/_1.jpg;Mes Meilleurs Ennuis !;;;;;;;;;;;;Auditif|Visuel|Mental|Moteur;;;;;;;;
2016-12-15;Spectacle;21;44/Nantes;le théâtre de Jeanne;Équipement à but non lucratif (culture, sport et loisir);103062;5127570;V;Loisir;Concerts, spectacles;Autres scènes;Humour;15;Mes meilleurs ennuis;Humour.;Le lendemain d'une soirée bien arrosée, deux frères s'apprêtent à assister au mariage de leur sœur. Une matinée normale. Mais qui va tourner au cauchemar. 10 personnages au sein de problèmes qui se mélangent dans un joyeux boulevard moderne. Les amis d'hier deviennent les ennuis d'aujourd'hui.;Jeudi 15, vendredi 16 décembre, 20h30, Le théâtre de Jeanne, 5, rue des Salorges, Nantes. Tarif 20€, autre : 12 € étudiants et demandeurs d'emploi sauf les vendredis et samedis. Contact et réservation : 06 99 10 76 05, resa.theatredejeanne@gmail.com, www.theatre-jeanne.com;Nantes;44;44109;44000;47.2046, -1.575567;2016-06-02;2016-12-15;2016-12-16;;;;2016-12-15;2016-12-16;non;oui;20;;12 € étudiants et demandeurs d'emploi sauf les vendredis et samedis;http://photos.infolocale.fr/infoLocale/annonce/2016/0602/5127570/_1.jpg;Mes Meilleurs Ennuis !;;;;;;;;;;;;Auditif|Visuel|Mental|Moteur;;;;;;;;
2016-12-17;Concert;15;44/Nantes;Dynamo café;Équipement à but non lucratif (culture, sport et loisir);159123;5364145;V;Loisir;Concerts, spectacles;Concert, spectacle musical;Rap;163;Les sons du miroirs;Rap.;Les Fonds de Tiroirs spécial Rap Français #7. Collectif de Djs Les Sons du Miroir : Blacksad - Rance - Bigup.;Samedi 17 décembre, 21h30 à 3h30, Dynamo café, 91, rue Maréchal-Joffre, Nantes. Gratuit. Contact et réservation : 02 40 48 79 18, https://www.facebook.com/lessons.dumiroir;Nantes;44;44109;44000;47.2204, -1.548486;2016-12-08;2016-12-17;;;;;2016-12-17;2016-12-17;oui;non;;;;http://photos.infolocale.fr/infoLocale/annonce/2016/1128/5364145/_1.jpg;LES SONS DU MIROIR;DR;;;;;;;;;;;;;;;;;;;
2016-12-17;Repas, soirée;1;44/Nantes;Avançons ansemble;Association;338495;5382058;V;Loisir;Loisirs et sports;Repas soirée;Autre;126;Diner de Noël dans le noir;;L'association Avancons ansemble organise ce dîner qui sera animé par une équipe dynamisque de personnes déficientes visuelles. Le prix comprend l'apéritif, une entrée, un plat, un dessert et les boissons. Réservation obligatoire.;Samedi 17 décembre, 19h45, Nantes. Tarif 33€. Inscription avant le 16 décembre. Contact : 09 72 38 98 15, avancons.ansemble@gmail.com;Nantes;44;44109;44000;47.21684, -1.55674;2016-12-12;2016-12-17;;;;;2016-12-17;2016-12-17;non;oui;33;;;;;;;;;;;;;;;;Visuel;;;;;;;;
2016-12-17;Religion;50;44/Nantes;chapelle Saint-Joseph;Autre organisme à but non lucratif;285024;5369847;V;Pratique;Réunions formations cérémonies;Cérémonie, commémoration, religions;Messe;108;Messe;;4e dimanche de l'Avent, avec le père Bernard.;Samedi 17 décembre, 18h, Chapelle Saint-Joseph, 2, rue des Olivettes, Nantes. Contact : 02 40 20 39 29, saintjosephchapelle@gmail.com, http://notredamedusacrecoeur.e-monsite.com/;Nantes;44;44109;44000;47.21254, -1.550356;2016-12-08;2016-12-17;;;;;2016-12-17;2016-12-17;non;non;;;;;;;;;;;;;;;;;;;;;;;;;
2016-09-12;Animation jeunes;11;44/Nantes;Hora;Association;320963;5236652;V;Loisir;Loisirs et sports;Animation loisirs jeunes;Animation;143;Yoga enfants;;Accompagnement de l’enfant dans la découverte des postures (héros mythologiques, animaux, éléments). Dans une ambiance ludique et détendue l’enfant découvrira son ressenti et apprivoisera les valeurs (qualités, forces, faiblesses) incarnées par les postures.;Du lundi 12 septembre 2016 au lundi 12 juin 2017, 16h30 à 17h30, Salle Félix-Thomas Accoord, Nantes. Payant. Contact : 07 53 02 08 05, contact@yoga-rama.com, www.yoga-rama.com;Nantes;44;44109;44000;47.22396, -1.540806;2016-09-06;;;;2016-09-12;2017-06-12;2016-09-12;2017-06-12;non;oui;;;;http://photos.infolocale.fr/infoLocale/annonce/2016/0902/5236652/_1.jpg;YOGA RÂMÂ;;;;;;;;;;;;;;;;;;;;
2016-11-26;Exposition, musée;23;44/Nantes;Atelier du Chapeau Rouge;Association;342593;5357610;V;Loisir;Voir visiter;Exposition, musée;Exposition;149;Un beau voyage par Marc Majewski, dédicaces et vernissage;Exposition.;Planches originales de Marc Majewski, dans le cadre de la sortie du livre Un beau voyage aux éditions Le buveur d’encre. Dédicaces le samedi 26 à 16 h et vernissage à 19 h.;Du samedi 26 novembre 2016 au samedi 14 janvier 2017, Atelier du Chapeau Rouge, 27, rue chateaubriand, Nantes. Gratuit. Contact : 06 28 23 81 22, atelier-chapeau-rouge@laposte.net, atelier-chapeau-rouge.fr;Nantes;44;44109;44000;47.21684, -1.55674;2016-11-23;;;;2016-11-26;2017-01-14;2016-11-26;2017-01-14;oui;non;;;;http://photos.infolocale.fr/infoLocale/annonce/2016/1123/5357610/_1.jpg;"""UN BEAU VOYAGE""";Marc Majewski;http://photos.infolocale.fr/infoLocale/annonce/2016/1123/5357610/_2.jpg;"originaux ""UN BEAU VOYAGE""";Marc Majewski;;;;;;;False;;;;;https://www.facebook.com/events/990230767750257/;;;;
2016-09-08;Atelier, activité de loisirs;31;44/Nantes;le théâtre de Trois petits points...;Association;313086;5169633;V;Loisir;Loisirs et sports;Atelier, activité de loisirs;Atelier théâtre;140;Atelier théâtre;;Ateliers ludiques où l'accent est mis sur la création collective et l'esprit de groupe. Travail sur le corps, les émotions, l'écoute, le placement de la voix, la familiarisation avec l'espace scénique. Représentations en public en fin d'année. Proposés par le théâtre de Trois petits points...;Du jeudi 8 septembre 2016 au jeudi 22 juin 2017, 19h à 21h et 21h à 23h, La Mutualité, rue de la Mutualité, Nantes. Tarif 350€, autre : 10 € adhésion à l'association. Contact et réservation : 02 40 46 13 17, 06 63 15 08 41, letheatrede@yahoo.fr, http://letheatrede.e-monsite.com/;Nantes;44;44109;44000;47.20575, -1.589409;2016-08-25;;;;2016-09-08;2017-06-22;2016-09-08;2017-06-22;non;oui;350;;10 € adhésion à l'association;http://photos.infolocale.fr/infoLocale/annonce/2016/0704/5169633/_1.jpg;;;;;;;;;;;;;Auditif|Visuel|Mental|Moteur;;;;;;;;
2016-12-15;Spectacle;21;44/Nantes;le TNT, Terrain neutre théâtre;Équipement à but non lucratif (culture, sport et loisir);28169;5191296;V;Loisir;Concerts, spectacles;Autres scènes;Cirque;8;En attendant K;;Ce soir, comme tous les soirs , Sirena l'assistante de K. le grand magicien commence sa chorégraphie annoncant le début du spectacle. K. tarde à arriver...;Du jeudi 15 au samedi 31 décembre, 19h, Le TNT, 11, allée de la Maison-Rouge, Nantes. Tarif 12€, réduit 9€. Contact et réservation : 02 40 12 12 28, contact@tntheatre.com, www.tntheatre.com;Nantes;44;44109;44000;47.21254, -1.552126;2016-07-25;;;;2016-12-15;2016-12-31;2016-12-15;2016-12-31;non;oui;12;9;;http://photos.infolocale.fr/infoLocale/annonce/2016/0725/5191296/_1.jpg;;;;;;;;;;;;;;;;;;;;;
2016-12-17;Atelier, activité de loisirs;31;44/Nantes;école de danse Alexandra-Gérard;Association;233901;5373247;V;Loisir;Loisirs et sports;Atelier, activité de loisirs;Cours;218;Stage de danse classique et modern'jazz;;Remise à niveau ou découvrir la danse. Ouvert aux enfants à partir de 9 ans, ados, adultes. Du niveau débutant au confirmé. Ce stage a pour but de permettre d'approfondir ses acquis tout en développant ses potentialités techniques et artistiques.;Samedi 17 décembre, 13h30 à 15h et 15h à 16h30, L'atelier du Mouvement, 8, rue des Perrines, Nantes. Tarif 20€, autre : 35 € pour 2 cours. Contact et réservation : 02 40 52 25 36, www.nantesdanse.com;Nantes;44;44109;44000;47.22799, -1.515077;2016-12-06;2016-12-17;;;;;2016-12-17;2016-12-17;non;oui;20;;35 € pour 2 cours;http://photos.infolocale.fr/infoLocale/annonce/2016/1204/5373247/_1.jpg;L'ATELIER DU MOUVEMENT;Alexandra GERARD;http://photos.infolocale.fr/infoLocale/annonce/2016/1204/5373247/_2.jpg;L'ATELIER DU MOUVEMENT;Alexandra GERARD;http://photos.infolocale.fr/infoLocale/annonce/2016/1204/5373247/_3.jpg;L'ATELIER DU MOUVEMENT;Alexandra GERARD;9;50;3;False;;www.nantesdanse.com;https://www.youtube.com/watch?v=p92wUaS35fk;;;Stage de Danse;;Remise à niveau ou découvrir la danse.    OUVERT AUX ENFANTS À PARTIR DE 9 ANS, ADOS, ADULTES. DU NIVEAU DÉBUTANT AU CONFIRMÉ. CE STAGE A POUR BUT DE VOUS PERMETTRE D'APPROFONDIR VOS ACQUIS.  TOUT EN DÉVELOPPANT VOS POTENTIALITÉS TECHNIQUES ET ARTISTIQUES.  TRAVAIL SUR Les fondamentaux de la;L'ATELIER DU MOUVEMENT - ECOLE DE DANSE, 6 rue des Perrines 44300 Nantes, Nantes Gratuit Contact et réservation :  0240522536 contact@nantesdanse.com www.nantesdanse.com Descriptif : COURS D'ESSAI GRATUIT Classique Modern'Jazz Contemporain Street A partir de 4 ans Ados Adultes t. niveaux  INSCRIPTION en cours d'année.  STAGE LE 17 DÉCEMBRE 2016 STAGE LE 11 FÉVRIER 2017 STAGE LE 8 AVRIL 2017 STAGE LE 24 JUIN 2017  STAGES DE REMISE À NIVEAUX À THÈMES  CLASSIQUE & MODERN'JAZZ
2016-12-13;Exposition, musée;23;44/Nantes;Grand patrimoine de Loire-Atlantique;Équipement à but non lucratif (culture, sport et loisir);267219;5176169;V;Loisir;Voir visiter;Exposition, musée;Exposition;149;Voyage dans les collections - acte 2;Exposition.;Plus de 350 pièces sont exposées au musée Dobrée pour une exposition florilège : sculptures antiques, statuettes asiatiques, objets rituels d'Amérique et d'Océanie, gravures de Dürer. et l'écrin en or du cœur d'Anne de Bretagne ! Un voyage à travers 5 000 siècles d'histoire sur 5 continents.;Du mardi 13 au dimanche 18 décembre, 13h30 à 18h, Musée Dobrée, 18, rue Voltaire, Nantes. Gratuit. Contact : 02 40 71 05 79, musee.dobree@loire-atlantique.fr, http://grand-patrimoine.loire-atlantique.fr/exposition-voyage;Nantes;44;44109;44000;47.21204, -1.566282;2016-07-08;;;;2016-12-13;2016-12-18;2016-12-13;2016-12-18;oui;non;;;;http://photos.infolocale.fr/infoLocale/annonce/2016/0708/5176169/_1.jpg;Affiche de l'exposition Voyage dans les collections - acte 2;©Grand Patrimoine de Loire-Atlantique;;;;;;;;;;;;;;;;;;;
